# HfB2n24.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     56      24      -49993.3      -49993.3      7.22122e-05      8.25165      8.28221      0.0246058      
     57      24      -49992.9      -49992.9      4.72412e-05      9.33668      9.40045      0.0288229      
     58      24      -49993.2      -49993.2      0.000137909      8.34871      8.31681      0.0262842      
     59      24      -49993.2      -49993.2      0.000363949      8.2859      8.28787      0.0267759      
     60      24      -49689.6      -49689      0.0234646      109.721      109.672      0.0485556      
     61      24      -49993.3      -49993.3      7.169e-05      7.87564      7.86434      0.0220546      
     62      24      -49993.6      -49993.6      0.000316245      7.179      7.15595      0.0226012      
     63      24      -49992.8      -49992.8      0.000560819      9.71105      9.74704      0.0283311      
     64      24      -49993.4      -49993.4      0.000234041      7.76869      7.83741      0.0236809      
     65      24      -49993.4      -49993.4      0.000344523      7.83335      7.84435      0.0250763      
     66      24      -49992.9      -49992.9      0.000770959      9.52595      9.43052      0.0259632      
     67      24      -49992.9      -49992.9      6.64121e-05      10.0304      10.0075      0.028712      
     68      24      -49993.3      -49993.3      0.000263456      8.60184      8.66702      0.0287307      
     69      24      -49992.8      -49992.8      0.000495256      9.1721      9.25706      0.0292036      
     70      24      -49947.9      -49946.5      0.0566115      1.60778e-06      0.00135342      9.08594e-05      
     71      24      -49993.5      -49993.5      9.13382e-05      7.66698      7.67903      0.0231572      
     72      24      -49993.5      -49993.5      0.000234587      7.36972      7.35371      0.0261196      
     73      24      -49993.4      -49993.4      0.00040934      8.33631      8.35353      0.0257934      
     74      24      -49969.7      -49969.8      0.00290818      7.14244      6.81488      0.032422      
     75      24      -49881      -49881.2      0.00872615      19.543      18.7897      0.0541571      
     76      24      -49993.2      -49993.1      0.000325795      9.32078      9.4014      0.0269219      
     77      24      -49993.5      -49993.5      1.6812e-05      7.5311      7.53427      0.0267121      
     78      24      -49993.2      -49993.2      0.000597488      8.94437      8.80655      0.0263536      
     79      24      -49992.9      -49992.9      0.00119817      9.42763      9.60088      0.0335321      
     80      24      -49993.3      -49993.3      0.000108255      8.37468      8.41261      0.0217338      
     81      24      -49992.7      -49992.7      0.000746761      9.72318      9.62495      0.0350162      
     82      24      -49993      -49993      0.00057552      8.84861      8.78307      0.0307098      
     83      24      -49993.3      -49993.3      0.000799265      7.82099      7.93649      0.0273388      
     84      24      -49993.3      -49993.3      0.000106594      8.26134      8.24489      0.0230294      
     85      24      -49949.1      -49950.1      0.0446685      11.1858      11.8378      0.0823212      
     86      24      -49993.4      -49993.4      0.000444216      8.36139      8.45579      0.0232759      
     87      24      -49993      -49993      0.000485325      8.95482      9.02585      0.0268607      
     88      24      -49993.2      -49993.2      0.0005305      8.60049      8.66565      0.0222812      
     89      24      -49993.5      -49993.5      0.000181934      7.90342      7.93541      0.0200406      
     90      24      -49993.2      -49993.2      0.000241401      8.39859      8.41278      0.0214736      
     91      24      -49992.7      -49992.7      0.000206708      10.1393      10.1298      0.0266412      
     92      24      -49993.2      -49993.2      0.000468089      8.6833      8.74997      0.028929      
     93      24      -49993.2      -49993.2      0.000149642      8.44039      8.50995      0.0269288      
     94      24      -49992.9      -49992.8      0.000414167      9.86464      9.8973      0.0265344      
     95      24      -49993.5      -49993.4      0.000528908      8.15846      8.23223      0.0215603      
     96      24      -49993      -49993      0.000269931      8.872      8.92285      0.0341627      
     97      24      -49993.1      -49993.1      0.000188936      8.95053      8.94695      0.0305468      
     98      24      -49992.9      -49992.9      4.31948e-05      8.61053      8.63793      0.0282582      
     99      24      -49993.3      -49993.3      0.000302893      8.35004      8.29969      0.0224383      
     100      24      -49992.9      -49992.9      5.205e-05      9.35452      9.35985      0.0235935      
     101      24      -49992.6      -49992.6      1.21113e-05      10.7938      10.7101      0.0310787      
     102      24      -49993.2      -49993.2      0.000138935      8.42655      8.45014      0.0268882      
     103      24      -49993.1      -49993.1      0.00061218      9.72128      9.74285      0.0238396      
     104      24      -49993      -49993      0.000242327      9.01686      9.06839      0.0279782      
     105      24      -49992.9      -49992.9      6.27087e-05      9.502      9.53379      0.0294008      
     106      24      -49993.5      -49993.5      0.000244088      7.6274      7.66064      0.0270248      
     107      24      -49993.2      -49993.2      0.00036122      8.36444      8.43127      0.0301138      
     108      24      -49993.1      -49993.1      7.20674e-05      8.5859      8.60877      0.0235122      
     109      24      -49993      -49993      0.000443773      9.41239      9.50217      0.0246627      
     110      24      -49992.9      -49992.9      0.000329029      9.46179      9.41656      0.0299621      
     111      24      -49992.4      -49992.5      0.000330499      10.5102      10.4675      0.035433      
     112      24      -49992.7      -49992.7      7.00403e-05      9.67214      9.69573      0.0312988      
     113      24      -49993.4      -49993.4      0.000209471      8.04814      8.11338      0.0259718      
     114      24      -49993.1      -49993.1      0.000349277      8.35489      8.31576      0.0246658      
     115      24      -49993.4      -49993.4      0.000158298      7.62184      7.66841      0.0227867      
     116      24      -49993.4      -49993.4      2.90713e-05      8.47147      8.44273      0.027373      
     117      24      -49993.6      -49993.6      1.84061e-05      7.5816      7.60146      0.0271013      
     118      24      -49993      -49993      0.000437146      9.27364      9.34176      0.029144      
     119      24      -49992.7      -49992.7      0.000121336      11.0365      11.0343      0.0344558      
     120      24      -49993.1      -49993.2      0.000447488      8.6538      8.60523      0.0254192      
     121      24      -49993.1      -49993.1      7.89172e-05      8.70844      8.75324      0.0295011      
     122      24      -49993.1      -49993.1      9.10731e-05      8.71605      8.74939      0.0345027      
     123      24      -49993.1      -49993.1      0.000150373      8.86288      8.87818      0.023296      
     124      24      -49991.4      -49991.9      0.0222359      3.4436e-07      0.00121772      8.23193e-05      
     125      24      -49710.2      -49709.9      0.0125985      176.665      177.208      0.19128      
     126      24      -49992.8      -49992.8      0.000297193      9.78388      9.82983      0.0265572      
     127      24      -49993.2      -49993.2      0.000653046      8.23963      8.29647      0.021491      
     128      24      -49967.9      -49967.4      0.0174144      8.66646e-07      0.000123945      6.84534e-06      
     129      24      -49993.2      -49993.2      0.000267358      8.79891      8.77363      0.0269247      
     130      24      -49992.8      -49992.8      0.000541391      9.42441      9.40454      0.0292713      
     131      24      -49992.7      -49992.7      0.000105143      9.67733      9.79705      0.0413083      
     132      24      -49993.5      -49993.5      0.000160701      8.0383      8.09889      0.0271197      
     133      24      -49993      -49993      0.000426304      9.22344      9.20147      0.0298631      
     134      24      -49992.9      -49992.9      2.68985e-05      9.01914      9.0533      0.0283752      
     135      24      -49993.3      -49993.3      0.000682077      7.76538      7.84079      0.0243188      
     136      24      -49981.1      -49981.3      0.0065669      4.45813e-07      0.000724124      4.13498e-05      
     137      24      -49993.5      -49993.5      9.52795e-05      7.781      7.76657      0.0205485      
     138      24      -49993.5      -49993.5      0.000557162      7.55642      7.65579      0.0280711      
     139      24      -49988      -49988.1      0.00454675      5.56102e-07      0.000970735      6.80665e-05      
     140      24      -49993.4      -49993.4      0.000398174      8.31836      8.41445      0.0236308      
     141      24      -49993.4      -49993.4      0.000193562      7.85883      7.88572      0.0253028      
     142      24      -49992.7      -49992.7      0.000543308      10.5538      10.4182      0.0385165      
     143      24      -49993.1      -49993.1      0.000327294      8.27342      8.2985      0.0297552      
     144      24      -49993.4      -49993.4      0.000677627      7.68882      7.77981      0.0251426      
     145      24      -49992.9      -49992.9      0.000550104      9.26341      9.18336      0.0287717      
     146      24      -49993.2      -49993.2      0.000308959      8.32786      8.39613      0.0294053      
     147      24      -49993.4      -49993.4      0.000584223      7.79038      7.7282      0.0255752      
     148      24      -49993.4      -49993.4      4.37406e-05      8.40033      8.4207      0.0307417      
     149      24      -49993.1      -49993.1      6.70757e-05      8.49403      8.54369      0.0209649      
     150      24      -49993.2      -49993.2      0.000374825      8.19658      8.27179      0.0264231      
     151      24      -49993.2      -49993.2      0.000239676      8.28643      8.34873      0.025904      
     152      24      -49993.2      -49993.2      0.000208291      8.84655      8.89332      0.0298436      
     153      24      -49992.9      -49992.9      0.000171755      9.04678      9.02763      0.029324      
     154      24      -49993      -49993      9.16554e-05      8.86583      8.91601      0.0264829      
     155      24      -49992.7      -49992.7      0.00123983      10.2639      10.3989      0.0292562      
     156      24      -49993.3      -49993.3      0.000515571      7.92619      7.87417      0.0273457      
     157      24      -49993.1      -49993.1      0.000272827      8.70631      8.73182      0.0306586      
     158      24      -49993.2      -49993.2      0.00010013      8.37186      8.38494      0.0235317      
     159      24      -49993      -49993      0.000139799      9.18383      9.21971      0.0266095      
     160      24      -49993.1      -49993.1      9.38765e-05      9.03384      9.04083      0.0221929      
     161      24      -49993      -49993      6.62511e-06      9.14127      9.17919      0.0243223      
     162      24      -49993      -49993      0.000106874      9.33603      9.36864      0.0229629      
     163      24      -49993.5      -49993.5      0.000350346      7.23376      7.26726      0.0258908      
     164      24      -49993.1      -49993.1      0.000300531      8.8868      8.93656      0.0284817      
     165      24      -49993.6      -49993.6      3.11435e-06      7.20359      7.18798      0.0231188      
     166      24      -49993.1      -49993.1      0.000243323      8.91999      8.89551      0.0241965      
     167      24      -49993.1      -49993.1      0.000187774      8.81555      8.84334      0.0261594      
     168      24      -49993      -49992.9      0.00111735      9.56226      9.73406      0.032722      
     169      24      -49993.3      -49993.3      0.000118372      7.86858      7.87123      0.0237472      
     170      24      -49993.5      -49993.5      0.000551916      7.77167      7.7171      0.0245143      
     171      24      -49993.6      -49993.6      8.78861e-06      7.19375      7.21499      0.0229848      
     172      24      -49993.2      -49993.2      0.000173256      7.94232      7.92004      0.0290919      
     173      24      -49993.1      -49993.1      0.000180315      8.30944      8.34548      0.0250589      
     174      24      -49993.3      -49993.3      0.000403519      7.86777      7.92549      0.0236199      
     175      24      -49993      -49992.9      0.00059744      9.1996      9.32935      0.0282347      
     176      24      -49993.1      -49993.1      0.000436092      9.0929      9.07484      0.0298252      
     177      24      -49993.5      -49993.5      0.000492313      7.90594      7.97821      0.0252321      
     178      24      -49993.2      -49993.2      6.11377e-05      8.69993      8.73061      0.0276634      
     179      24      -49976.6      -49976.4      0.00594083      4.10701e-07      0.0012826      7.10959e-05      
     180      24      -49993.1      -49993.1      0.00076602      8.51606      8.4011      0.0303332      
     181      24      -49993      -49993      8.46176e-05      8.73291      8.73496      0.0251528      
     182      24      -49993.5      -49993.5      0.00022328      7.71586      7.73473      0.0198691      
     183      24      -49992.8      -49992.8      0.000123211      9.96294      9.89832      0.0293564      
     184      24      -49992.9      -49992.9      7.14485e-05      9.52175      9.51757      0.0270151      
     185      24      -49993.3      -49993.3      9.48037e-05      8.55446      8.55001      0.0185872      
     186      24      -49993.6      -49993.5      0.000438928      7.63418      7.69593      0.0251407      
     187      24      -49992.9      -49992.9      0.000569384      9.62184      9.56916      0.0285964      
     188      24      -49993.4      -49993.5      0.000700607      7.44212      7.4009      0.0244901      
     189      24      -49993.1      -49993.1      0.000207173      9.10769      9.14626      0.0280027      
     190      24      -49993.3      -49993.3      0.000495848      8.75144      8.79108      0.0246343      
     191      24      -49993.2      -49993.2      0.000775714      8.39447      8.4596      0.0304289      
     192      24      -49993      -49993      8.12059e-05      9.38173      9.33915      0.0290332      
     193      24      -49992.6      -49992.6      0.000459221      10.0615      9.95328      0.0253498      
     194      24      -49993.2      -49993.1      0.000276235      8.77242      8.81322      0.024871      
     195      24      -49993.4      -49993.4      6.98779e-05      7.8956      7.90531      0.0269293      
     196      24      -49993      -49993      0.000102227      9.18418      9.20119      0.0294867      
     197      24      -49993.4      -49993.4      0.000384879      8.12478      8.16976      0.0224339      
     198      24      -49993.5      -49993.5      0.000241689      7.79465      7.82792      0.0223603      
     199      24      -49993.3      -49993.3      5.2001e-06      7.88842      7.87506      0.0217907      
     200      24      -49993.2      -49993.2      2.42792e-05      8.15552      8.16648      0.0315664      
     201      24      -49993.1      -49993.1      0.000552569      8.94091      8.90502      0.0285278      
     202      24      -49993.3      -49993.2      0.000469063      8.51159      8.55536      0.0229997      
     203      24      -49993.4      -49993.4      0.000455175      8.21156      8.24053      0.0236952      
     204      24      -49993.6      -49993.6      7.69129e-05      6.94066      6.99623      0.0241427      
     205      24      -49993      -49993      0.0003911      9.04896      9.02979      0.0253343      
     206      24      -49992.8      -49992.8      0.000430491      9.61959      9.63313      0.0273182      
     207      24      -49993.5      -49993.5      4.9749e-05      7.80815      7.82617      0.0202785      
     208      24      -49993.1      -49993.1      0.000298501      8.69001      8.66314      0.0284079      
     209      24      -49992.9      -49992.9      0.000501372      9.64485      9.59453      0.0299212      
     210      24      -49993.1      -49993.1      0.000181859      8.76939      8.78485      0.0276679      
     211      24      -49910.5      -49912.5      0.0863713      38.0039      38.1518      0.0820965      
     212      24      -49993.3      -49993.3      9.55849e-05      7.57974      7.60651      0.0275014      
     213      24      -49954.5      -49953.7      0.0301392      5.60302      6.27417      0.0448455      
     214      24      -49992.7      -49992.7      9.3056e-05      9.43234      9.49751      0.0339972      
     215      24      -49993.7      -49993.7      0.000362632      7.05184      7.09358      0.0243808      
     216      24      -49993.4      -49993.4      0.000580067      8.49497      8.58624      0.0262412      
     217      24      -49993.1      -49993.1      6.7767e-05      9.18906      9.17726      0.0253022      
     218      24      -49993.3      -49993.3      0.000181221      8.4562      8.49034      0.0241852      
     219      24      -49993.1      -49993.1      7.65507e-05      9.19444      9.21552      0.029625      
     220      24      -49993.3      -49993.3      0.000220362      8.20733      8.23966      0.0239498      
     221      24      -49993.6      -49993.6      0.000592865      7.90086      7.81156      0.0220369      
     222      24      -49992.8      -49992.8      0.00014593      9.70039      9.65868      0.0294629      
     223      24      -49992.8      -49992.8      0.000595092      9.05668      9.18154      0.0296099      
     224      24      -49993.2      -49993.2      5.02148e-05      8.45859      8.49165      0.0312662      
     225      24      -49993.5      -49993.5      0.00058581      7.85076      7.92592      0.0233401      
     226      24      -49992.4      -49992.4      0.000249288      10.3391      10.3892      0.0335768      
     227      24      -49992.5      -49992.6      0.0002841      9.89827      9.85715      0.0327648      
     228      24      -49992.8      -49992.8      8.29327e-05      9.61233      9.61588      0.0263452      
     229      24      -49992.9      -49992.9      0.000498913      9.34466      9.26215      0.0265899      
     230      24      -49993.2      -49993.2      0.000295421      8.92031      8.96567      0.0249081      
     231      24      -49992.5      -49992.5      0.000684812      10.1864      10.2694      0.0318057      
     232      24      -49992.7      -49992.7      4.13759e-05      10.3866      10.31      0.0336752      
     233      24      -49993.1      -49993.1      0.00025582      9.2351      9.16068      0.0269567      
     234      24      -49992.9      -49992.9      0.000156148      9.12108      9.12786      0.0264273      
     235      24      -49993.2      -49993.2      0.000513512      8.44165      8.37279      0.0241644      
     236      24      -49993.3      -49993.3      0.000258209      8.0617      8.14181      0.0328608      
     237      24      -49993.5      -49993.5      0.000119516      7.55719      7.57863      0.028978      
     238      24      -49992.6      -49992.6      0.000661878      10.2237      10.2908      0.0352994      
     239      24      -49992.9      -49992.9      0.000533479      9.63176      9.68763      0.0295699      
     240      24      -49993.4      -49993.4      8.08628e-06      7.87483      7.89017      0.0236032      
     241      24      -49993.2      -49993.2      0.000148825      8.34403      8.34758      0.0281315      
     242      24      -49993.1      -49993.1      0.000216281      8.96985      8.92553      0.0280069      
     243      24      -49993.1      -49993.1      0.000232659      8.50322      8.55175      0.0281549      
     244      24      -49993.5      -49993.5      0.000208305      7.67406      7.64955      0.0218929      
     245      24      -49993.3      -49993.3      0.000232712      7.8628      7.85369      0.0264534      
     246      24      -49992.9      -49992.9      6.49273e-06      9.41896      9.4706      0.0301151      
     247      24      -49992.6      -49992.6      0.000961693      10.1198      10.2738      0.0338344      
     248      24      -49993.3      -49993.3      0.000316146      8.02462      8.09709      0.0242652      
     249      24      -49993.4      -49993.4      0.000341855      7.95835      8.00513      0.0278433      
     250      24      -49993.1      -49993.1      0.000180072      8.59303      8.59683      0.0278487      
     251      24      -49993.1      -49993.1      9.32759e-05      8.81964      8.81407      0.0222436      
     252      24      -49993.3      -49993.3      0.000351555      8.30144      8.37517      0.023502      
     253      24      -49992.9      -49992.9      0.000681783      9.6727      9.75667      0.0265557      
     254      24      -49993.1      -49993.1      0.00045786      8.56764      8.56964      0.0308701      
     255      24      -49993.1      -49993.1      0.000129242      8.87916      8.92039      0.0274536      
     256      24      -49993      -49993      0.000669767      9.0061      9.05666      0.0280413      
     257      24      -49993.1      -49993.1      0.000590485      8.73319      8.66066      0.0269352      
     258      24      -49993.3      -49993.3      0.000188094      8.37399      8.32263      0.0231484      
     259      24      -49992.7      -49992.7      0.000819849      10.3299      10.3863      0.0264763      
     260      24      -49992.2      -49992.2      0.000854425      11.0816      11.1737      0.0384084      
     261      24      -49993.1      -49993.1      0.000930455      8.66806      8.83827      0.0310172      
     262      24      -49992.5      -49992.5      0.000273203      10.4004      10.3941      0.031411      
     263      24      -49993.7      -49993.7      2.35195e-05      6.83189      6.86477      0.0212344      
     264      24      -49993.5      -49993.5      2.88028e-05      7.4958      7.51323      0.0247283      
     265      24      -49993.1      -49993.1      0.000393639      9.23449      9.22776      0.0254285      
     266      24      -49992.9      -49993      0.000278842      9.33266      9.35745      0.0249055      
     267      24      -49993.3      -49993.3      0.000505598      8.28089      8.34908      0.0244066      
     268      24      -49993.3      -49993.3      0.000418008      7.88486      7.95837      0.0251083      
     269      24      -49993.3      -49993.3      0.000258878      8.20043      8.16108      0.0243785      
     270      24      -49993.6      -49993.6      8.22366e-06      7.79988      7.80972      0.0223298      
     271      24      -49993.2      -49993.2      0.00022245      8.86577      8.88511      0.028118      
     272      24      -49992.7      -49992.7      9.31216e-05      9.84717      9.80952      0.0368477      
     273      24      -49993.1      -49993      0.000166182      8.4249      8.45116      0.0277715      
     274      24      -49992.4      -49992.5      0.000792602      10.423      10.3446      0.0298018      
     275      24      -49993.3      -49993.2      0.000532378      8.00249      8.0688      0.0263381      
     276      24      -49993.2      -49993.2      0.00042296      8.70445      8.62941      0.0216215      
     277      24      -49993.1      -49993.1      0.000306533      9.07443      9.08362      0.0309891      
     278      24      -49993.3      -49993.3      0.000518755      8.43044      8.53564      0.0266513      
     279      24      -49993.2      -49993.2      7.5974e-05      8.3686      8.37737      0.0224119      
     280      24      -49993.4      -49993.4      4.06714e-05      8.0212      8.07381      0.0211874      
     281      24      -49993.1      -49993.1      0.000123167      9.2055      9.19748      0.0257884      
     282      24      -49992.8      -49992.8      0.000923884      9.86086      9.95885      0.0281788      
     283      24      -49993.1      -49993.1      0.000618406      8.99161      9.08443      0.0264854      
     284      24      -49992.8      -49992.8      9.30384e-05      9.77133      9.76404      0.0295612      
     285      24      -49993.3      -49993.4      0.000299011      7.85785      7.83887      0.0268656      
     286      24      -49993.3      -49993.3      0.00104548      8.55206      8.68934      0.0292395      
     287      24      -49993.4      -49993.4      0.000146912      7.92109      7.87327      0.0252449      
     288      24      -49993      -49993      0.000445098      9.27942      9.34642      0.0267754      
     289      24      -49993.4      -49993.4      7.19934e-05      8.28812      8.2824      0.0224737      
     290      24      -49993.3      -49993.3      0.000151248      8.03954      8.06299      0.0196768      
     291      24      -49993.3      -49993.3      0.000165155      8.7271      8.74223      0.0303056      
     292      24      -49992.7      -49992.8      0.000333192      9.54702      9.5077      0.0306297      
     293      24      -49993.4      -49993.4      0.000197003      7.37984      7.41186      0.0199271      
     294      24      -49993.1      -49993.1      0.000238176      8.84487      8.86355      0.0286795      
     295      24      -49993.2      -49993.2      0.000396682      8.45533      8.54402      0.0274095      
     296      24      -49993.4      -49993.4      0.000277369      7.52759      7.57154      0.024288      
     297      24      -49993.1      -49993.1      0.000665664      8.9757      9.06763      0.0267991      
     298      24      -49993.6      -49993.6      0.000111132      7.23576      7.26162      0.0210978      
     299      24      -49992.6      -49992.6      0.000376291      9.81337      9.78616      0.0312533      
     300      24      -49993.5      -49993.5      0.00117521      7.39641      7.27648      0.0231649      
     301      24      -49993      -49993      0.000232945      9.52786      9.576      0.0265105      
     302      24      -49993.6      -49993.6      0.000395823      7.93733      7.8809      0.0263473      
     303      24      -49993      -49993      0.000541032      9.05131      9.09016      0.0277077      
     304      24      -49993.1      -49993.1      0.000131014      8.96493      8.99808      0.0300486      
     305      24      -49993.5      -49993.5      8.8022e-05      7.62447      7.63277      0.0255097      
     306      24      -49993      -49993      0.00011554      8.97538      8.96798      0.0288758      
     307      24      -49993.1      -49993.1      0.000318416      9.40965      9.4534      0.0254548      
     308      24      -49992.6      -49992.6      0.000182275      10.2093      10.2169      0.0324911      
     309      24      -49993.4      -49993.4      0.000238854      7.63397      7.69049      0.0262895      
     310      24      -49992.8      -49992.8      0.000399863      10.3136      10.3254      0.0261813      
     311      24      -49993.2      -49993.2      0.000430773      8.91229      8.96024      0.0283175      
     312      24      -49993.2      -49993.2      0.000250489      8.3788      8.45251      0.0245236      
     313      24      -49992.2      -49991.8      0.0149123      5.70223e-07      0.000364245      1.88258e-05      
     314      24      -49993.2      -49993.2      2.96945e-05      8.12975      8.1408      0.0239006      
     315      24      -49992.8      -49992.8      0.000272302      10.0597      10.1108      0.0264051      
     316      24      -49993      -49993      0.000583399      9.00671      9.141      0.0296343      
     317      24      -49992.7      -49992.7      0.000641236      9.99639      9.86201      0.0288551      
     318      24      -49992.9      -49992.9      0.000261214      9.29941      9.35749      0.0227441      
     319      24      -49993.2      -49993.2      3.33803e-05      8.42083      8.41564      0.0250241      
     320      24      -49992.6      -49992.6      0.000325019      9.85058      9.78892      0.0393644      
     321      24      -49993.2      -49993.2      9.26826e-05      8.88791      8.92402      0.0270894      
     322      24      -49992.9      -49992.9      0.000552645      9.47313      9.5834      0.0312842      
     323      24      -49993.7      -49993.7      0.000546567      6.9376      6.91202      0.0196975      
     324      24      -49993.2      -49993.2      0.000261241      8.46786      8.52574      0.0280522      
     325      24      -49993.1      -49993.1      0.000363618      8.85628      8.97397      0.0309222      
     326      24      -49993.3      -49993.3      0.000687558      7.86444      7.85978      0.0288156      
     327      24      -49993.4      -49993.5      0.000357835      7.81503      7.80864      0.0253683      
     328      24      -49993.4      -49993.4      0.000138125      8.29554      8.30714      0.0238159      
     329      24      -49993      -49993      0.000374818      8.88444      8.7891      0.0351447      
     330      24      -49993.3      -49993.3      0.000598873      8.30523      8.2499      0.0265604      
     331      24      -49993.1      -49993.1      0.000304857      8.69117      8.67468      0.0261981      
     332      24      -49993.5      -49993.5      0.000190454      7.97868      7.96263      0.0223108      
     333      24      -49993.2      -49993.1      0.000283417      8.24665      8.31161      0.0260217      
     334      24      -49993.3      -49993.3      0.00077542      8.4525      8.56698      0.0248576      
     335      24      -49993.6      -49993.6      0.000321729      7.03822      7.05584      0.0205729      
     336      24      -49993      -49993      0.000343797      8.7541      8.73981      0.0249497      
     337      24      -49993.4      -49993.4      9.64781e-05      7.74255      7.73822      0.0244513      
     338      24      -49993.3      -49993.3      0.000131277      8.48465      8.48491      0.0277136      
     339      24      -49993.2      -49993.2      0.000326684      8.42759      8.3936      0.0264931      
     340      24      -49993      -49993      0.000249045      9.09271      9.12241      0.0275148      
     341      24      -49993.3      -49993.3      2.01156e-05      8.07082      8.12718      0.0220246      
     342      24      -49993.3      -49993.3      0.000572169      8.33762      8.43439      0.0239365      
     343      24      -49992.7      -49992.7      0.000636153      9.72971      9.78226      0.0318661      
     344      24      -49992.8      -49992.8      0.000640768      9.17758      9.25656      0.0350213      
     345      24      -49993.5      -49993.5      0.000427859      7.24303      7.33675      0.0224173      
